"","LotConfig","LandSlope","Neighborhood","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"1279","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,324,1128,"GasA","Ex","Y","SBrkr",1128,903,0,2031,1,0,2,1,3,1,"Gd",7,"Typ","Gd","Attchd",2002,"RFn",2,577,"TA","Y",0,211,0,0,0,3,2008,"WD","Normal",237000
"1280","Inside","Gtl","IDOTRR","Norm","1Fam","1.5Fin",4,4,1920,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,698,698,"GasA","TA","Y","FuseA",698,430,0,1128,0,0,1,0,2,1,"TA",6,"Typ","Fa","Detchd",1980,"RFn",2,528,"TA","Y",30,0,164,0,0,4,2010,"COD","Abnorml",68400
"1281","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",110,"Gd","TA","PConc","Gd","TA","No","GLQ",0,785,1573,"GasA","Ex","Y","SBrkr",1573,0,0,1573,1,0,2,0,3,1,"Gd",6,"Typ","TA","Attchd",2002,"RFn",2,544,"TA","Y",0,72,0,0,0,3,2009,"WD","Normal",227000
"1282","CulDSac","Gtl","Timber","Norm","1Fam","1Story",7,5,1990,1990,"Hip","HdBoard","HdBoard","BrkFace",54,"TA","TA","CBlock","Gd","TA","No","ALQ",0,256,1309,"GasA","TA","Y","SBrkr",1339,0,0,1339,1,0,2,0,2,1,"TA",6,"Typ","TA","Attchd",1990,"Fin",2,484,"Gd","Y",0,58,0,0,0,7,2006,"WD","Normal",180000
"1283","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,7,1977,2008,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Gd","TA","Mn","LwQ",144,364,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,"Gd",5,"Typ","Po","Detchd",1977,"Unf",2,484,"TA","Y",0,0,0,0,0,9,2009,"WD","Normal",150500
"1284","Corner","Gtl","Mitchel","Norm","Duplex","2Story",6,5,1971,1971,"Mansard","MetalSd","Wd Shng","None",0,"TA","TA","CBlock","TA","TA","Av","Unf",0,912,912,"GasA","TA","Y","SBrkr",912,912,0,1824,0,0,2,2,4,2,"TA",8,"Typ","Po","Attchd",2008,"Unf",0,0,"Po","Y",128,0,0,0,0,4,2010,"WD","Normal",139000
"1285","Inside","Gtl","SWISU","Norm","1Fam","1.5Fin",6,7,1919,1990,"Gable","Wd Sdng","Wd Shng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,804,804,"GasA","Ex","Y","SBrkr",1699,748,0,2447,0,0,2,0,4,1,"Gd",10,"Min2","Gd","Detchd",1969,"Unf",1,336,"TA","Y",272,0,42,0,0,3,2010,"WD","Normal",169000
"1286","Inside","Gtl","BrkSide","Norm","1Fam","1.5Fin",6,6,1939,1950,"Gable","MetalSd","MetalSd","None",0,"TA","Fa","CBlock","TA","TA","No","Unf",0,780,780,"GasA","Ex","Y","FuseF",825,587,0,1412,0,0,1,0,4,1,"TA",6,"Typ","Gd","Detchd",1939,"Unf",1,280,"TA","Y",45,0,0,0,0,5,2009,"WD","Normal",132500
"1287","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1963,1963,"Hip","HdBoard","HdBoard","BrkFace",451,"TA","TA","CBlock","TA","TA","No","ALQ",81,678,1328,"GasA","TA","Y","SBrkr",1328,0,0,1328,1,0,1,1,3,1,"TA",6,"Typ","Gd","Attchd",1963,"Unf",2,528,"TA","Y",0,26,0,0,0,6,2010,"WD","Normal",143000
"1288","Inside","Mod","ClearCr","Norm","1Fam","1Story",5,5,1964,1964,"Gable","Wd Sdng","Wd Sdng","BrkCmn",621,"TA","Gd","CBlock","TA","TA","Av","Rec",0,812,1624,"GasA","Fa","Y","SBrkr",1582,0,0,1582,0,1,2,0,4,1,"TA",7,"Typ","TA","Attchd",1964,"Unf",2,390,"TA","N",168,198,0,0,0,6,2006,"WD","Normal",190000
"1289","Inside","Gtl","StoneBr","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CemntBd","CmentBd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,343,1501,"GasA","Ex","Y","SBrkr",1659,0,0,1659,1,0,2,0,2,1,"Ex",5,"Typ","Ex","Attchd",2000,"Fin",2,499,"TA","Y",212,59,0,0,0,10,2009,"WD","Normal",278000
"1290","Inside","Gtl","NridgHt","Norm","1Fam","2Story",8,5,2006,2006,"Gable","VinylSd","VinylSd","Stone",788,"Gd","TA","PConc","Gd","TA","Mn","Unf",0,1085,1085,"GasA","Ex","Y","SBrkr",1120,850,0,1970,0,0,2,1,3,1,"Ex",8,"Typ","Gd","BuiltIn",2006,"Fin",3,753,"TA","Y",177,74,0,0,0,10,2006,"New","Partial",281000
"1291","Corner","Gtl","NAmes","Norm","1Fam","SLvl",5,7,1964,1964,"Hip","Wd Sdng","HdBoard","BrkFace",86,"TA","TA","PConc","TA","TA","Av","GLQ",0,138,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,1,0,1,0,3,1,"TA",6,"Typ","Gd","Attchd",1964,"RFn",2,484,"TA","Y",227,0,0,0,0,4,2010,"WD","Normal",180500
"1292","Inside","Gtl","BrDale","Norm","Twnhs","2Story",5,7,1972,1972,"Gable","CemntBd","CmentBd","BrkFace",268,"TA","TA","CBlock","TA","TA","No","ALQ",0,399,630,"GasA","TA","Y","SBrkr",630,672,0,1302,0,0,2,1,3,1,"TA",6,"Typ","Po","Detchd",1972,"Unf",1,264,"TA","Y",185,0,0,0,0,2,2009,"WD","Normal",119500
"1293","Corner","Gtl","OldTown","Norm","1Fam","2Story",5,4,1892,1965,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","Stone","TA","TA","No","Unf",0,994,994,"GasA","TA","N","SBrkr",1378,994,0,2372,0,0,2,0,4,2,"TA",11,"Min2","Po","Attchd",1985,"RFn",1,432,"TA","Y",0,287,0,0,0,12,2009,"WD","Normal",107500
"1294","Inside","Gtl","NWAmes","Norm","1Fam","2Story",7,5,1976,1976,"Gable","HdBoard","HdBoard","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",0,638,832,"GasA","TA","Y","SBrkr",832,832,0,1664,0,0,2,1,4,1,"TA",8,"Typ","TA","Attchd",1976,"RFn",2,528,"TA","Y",0,28,0,0,0,3,2006,"WD","Normal",162900
"1295","Inside","Gtl","Edwards","Norm","1Fam","1Story",5,7,1955,1990,"Hip","WdShing","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,697,864,"GasA","TA","Y","SBrkr",864,0,0,864,1,0,1,0,2,1,"TA",5,"Typ","Fa","Detchd",1957,"Unf",2,572,"TA","N",0,0,0,0,0,4,2006,"WD","Normal",115000
"1296","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,5,1968,1968,"Hip","HdBoard","HdBoard","BrkFace",168,"TA","TA","CBlock","TA","TA","Av","BLQ",0,36,1052,"GasA","Gd","Y","SBrkr",1052,0,0,1052,1,0,1,1,3,1,"TA",5,"Typ","Fa","Attchd",1968,"RFn",1,288,"TA","Y",356,0,0,0,0,11,2006,"WD","Normal",138500
"1297","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,6,1963,1963,"Hip","MetalSd","MetalSd","BrkFace",148,"TA","Gd","CBlock","TA","TA","Mn","ALQ",0,344,1120,"GasA","Gd","Y","SBrkr",1128,0,0,1128,1,0,2,0,3,1,"TA",6,"Typ","Gd","Attchd",1963,"RFn",2,525,"TA","Y",192,20,123,0,0,12,2008,"WD","Normal",155000
"1298","Inside","Gtl","Edwards","Norm","TwnhsE","SFoyer",6,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",82,"TA","TA","PConc","Gd","TA","Gd","GLQ",0,0,547,"GasA","Gd","Y","SBrkr",1072,0,0,1072,1,0,2,0,2,1,"TA",5,"Typ","Po","Basment",2005,"Fin",2,525,"TA","Y",0,44,0,0,0,6,2006,"New","Partial",140000
"1299","Corner","Gtl","Edwards","Norm","1Fam","2Story",10,5,2008,2008,"Hip","Stucco","Stucco","Stone",796,"Ex","TA","PConc","Ex","TA","Gd","GLQ",0,466,6110,"GasA","Ex","Y","SBrkr",4692,950,0,5642,2,0,2,1,3,1,"Ex",12,"Typ","Gd","Attchd",2008,"Fin",2,1418,"TA","Y",214,292,0,0,0,1,2008,"New","Partial",160000
"1300","Inside","Gtl","NAmes","Norm","1Fam","1Story",5,7,1959,1994,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","LwQ",906,0,1246,"GasA","Ex","Y","SBrkr",1246,0,0,1246,1,0,1,1,3,1,"Gd",6,"Typ","Fa","Attchd",1959,"RFn",1,305,"TA","Y",218,0,0,0,0,5,2010,"WD","Normal",154000
"1301","CulDSac","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1999,1999,"Gable","VinylSd","VinylSd","None",344,"Gd","TA","PConc","Gd","TA","No","GLQ",0,284,978,"GasA","Ex","Y","SBrkr",1005,978,0,1983,0,0,2,1,3,1,"Gd",9,"Typ","TA","Attchd",1999,"Fin",2,490,"TA","Y",0,0,0,0,0,5,2009,"WD","Normal",225000
"1302","Inside","Gtl","Crawfor","Norm","1Fam","2Story",6,7,1942,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",0,224,771,"GasA","Fa","Y","SBrkr",753,741,0,1494,0,0,1,0,3,1,"Gd",7,"Typ","Gd","Attchd",1942,"Unf",1,213,"TA","P",0,0,0,0,0,11,2009,"WD","Normal",177500
"1303","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1994,1994,"Hip","VinylSd","VinylSd","BrkFace",391,"Gd","TA","PConc","Gd","TA","No","GLQ",0,425,1165,"GasA","Ex","Y","SBrkr",1203,1323,0,2526,1,0,2,1,4,1,"Gd",8,"Typ","TA","Attchd",1994,"RFn",3,844,"TA","Y",309,78,0,0,0,12,2006,"WD","Normal",290000
"1304","Inside","Gtl","Somerst","Norm","1Fam","1Story",7,5,2005,2005,"Gable","VinylSd","VinylSd","BrkFace",228,"Gd","TA","PConc","Gd","TA","Av","Unf",0,1616,1616,"GasA","Ex","Y","SBrkr",1616,0,0,1616,0,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",2005,"RFn",3,834,"TA","Y",208,59,0,0,0,4,2006,"WD","Normal",232000
"1305","Inside","Gtl","Edwards","Norm","TwnhsE","2Story",7,5,2004,2004,"Gable","VinylSd","VinylSd","Stone",117,"Gd","TA","PConc","Gd","TA","No","Unf",0,976,976,"GasA","Ex","Y","SBrkr",976,732,0,1708,0,0,2,0,3,1,"Gd",7,"Maj1","Gd","Detchd",2004,"Unf",2,380,"TA","Y",0,40,0,0,0,4,2006,"WD","Normal",130000
"1306","Corner","Gtl","NridgHt","Norm","1Fam","1Story",9,5,2006,2007,"Hip","VinylSd","VinylSd","Stone",300,"Gd","TA","PConc","Ex","TA","No","GLQ",0,80,1652,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,"Ex",6,"Typ","Ex","Attchd",2006,"Fin",2,840,"TA","Y",404,102,0,0,0,11,2009,"WD","Normal",325000
"1307","Inside","Gtl","NridgHt","Norm","TwnhsE","1Story",7,5,2005,2006,"Gable","VinylSd","VinylSd","Stone",94,"Gd","TA","PConc","Gd","TA","No","Unf",0,1368,1368,"GasA","Ex","Y","SBrkr",1368,0,0,1368,0,0,2,0,2,1,"Gd",6,"Typ","Gd","Attchd",2005,"RFn",2,474,"TA","Y",132,35,0,0,0,9,2006,"New","Partial",202500
"1308","Inside","Gtl","CollgCr","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","Gd","No","ALQ",0,244,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ","TA","Detchd",2000,"Unf",2,480,"TA","Y",0,64,0,0,0,5,2009,"WD","Normal",138000
"1309","Inside","Gtl","OldTown","Norm","1Fam","1Story",5,7,1948,2005,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","GLQ",608,172,924,"GasA","Ex","Y","SBrkr",1122,0,0,1122,1,0,1,0,2,1,"Gd",6,"Typ","Gd","Attchd",1948,"Unf",2,528,"TA","Y",0,36,0,0,0,5,2008,"WD","Normal",147000
"1310","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,1991,1991,"Gable","HdBoard","HdBoard","BrkFace",88,"TA","TA","CBlock","Gd","TA","No","GLQ",0,78,1278,"GasA","Gd","Y","SBrkr",1294,0,0,1294,1,0,2,0,3,1,"Gd",6,"Typ","Po","Attchd",1991,"RFn",2,496,"TA","Y",112,51,0,0,0,6,2008,"WD","Normal",179200
"1311","Inside","Gtl","Crawfor","Norm","1Fam","1Story",7,8,1959,2002,"Gable","BrkFace","HdBoard","None",0,"Gd","Gd","PConc","Gd","TA","Av","GLQ",0,496,1902,"GasA","TA","Y","SBrkr",1902,0,0,1902,1,0,2,0,3,1,"Ex",7,"Typ","TA","Attchd",1959,"Fin",2,567,"TA","Y",0,207,162,0,0,5,2010,"WD","Normal",335000
"1312","Inside","Gtl","CollgCr","Norm","1Fam","1Story",7,5,2005,2007,"Gable","VinylSd","VinylSd","BrkFace",80,"Gd","TA","PConc","Gd","TA","No","GLQ",0,349,1274,"GasA","Ex","Y","SBrkr",1274,0,0,1274,1,0,2,0,3,1,"Gd",6,"Typ","Gd","Attchd",2005,"RFn",2,508,"TA","Y",264,98,0,0,0,1,2007,"New","Partial",203000
"1313","Inside","Gtl","NoRidge","Norm","1Fam","2Story",8,5,1990,1990,"Gable","Wd Sdng","Wd Sdng","BrkFace",336,"Gd","TA","PConc","Ex","TA","No","GLQ",0,971,1453,"GasA","Ex","Y","SBrkr",1453,1357,0,2810,0,0,2,1,4,1,"Gd",9,"Typ","Ex","Attchd",1990,"RFn",2,750,"Gd","Y",500,0,0,0,0,6,2007,"WD","Normal",302000
"1314","Corner","Gtl","NoRidge","Norm","1Fam","2Story",9,5,1999,1999,"Gable","VinylSd","VinylSd","BrkFace",165,"Gd","TA","PConc","Gd","TA","No","Unf",0,1393,1393,"GasA","Ex","Y","SBrkr",1422,1177,0,2599,0,0,2,1,4,1,"Gd",10,"Typ","TA","BuiltIn",1999,"Fin",3,779,"TA","Y",668,30,0,0,0,5,2010,"WD","Normal",333168
"1315","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,6,1954,1954,"Hip","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Rec",0,216,948,"GasA","Ex","Y","SBrkr",948,0,0,948,1,0,1,0,3,1,"TA",5,"Typ","TA","Detchd",1956,"Unf",1,280,"TA","Y",0,36,0,0,0,10,2007,"WD","Normal",119000
"1316","Inside","Gtl","NAmes","Norm","1Fam","2Story",6,5,1969,1969,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","Fa","TA","Mn","ALQ",276,176,952,"GasA","TA","Y","SBrkr",1092,1020,0,2112,0,0,2,1,4,1,"TA",9,"Typ","Gd","Attchd",1969,"Unf",2,576,"TA","Y",280,0,0,0,0,6,2008,"WD","Normal",206900
"1317","Inside","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2008,2008,"Gable","VinylSd","VinylSd","Stone",270,"Gd","TA","PConc","Ex","TA","Gd","Unf",0,1622,1622,"GasA","Ex","Y","SBrkr",1630,0,0,1630,1,0,2,0,3,1,"Ex",8,"Typ","Gd","Attchd",2008,"RFn",3,860,"TA","Y",172,42,0,0,0,1,2009,"WD","Normal",295493
"1318","Corner","Gtl","Somerst","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","Gd","No","Unf",0,1352,1352,"GasA","Ex","Y","SBrkr",1352,0,0,1352,0,0,2,0,2,1,"Gd",5,"Typ","Gd","Attchd",2006,"RFn",2,466,"TA","Y",0,241,0,0,0,4,2007,"New","Partial",208900
"1319","CulDSac","Gtl","CollgCr","Norm","1Fam","1Story",8,5,2001,2002,"Hip","VinylSd","VinylSd","BrkFace",178,"Gd","TA","PConc","Gd","TA","Gd","Unf",0,1753,1753,"GasA","Ex","Y","SBrkr",1787,0,0,1787,0,0,2,0,3,1,"Gd",7,"Typ","TA","Attchd",2001,"RFn",3,748,"TA","Y",198,150,0,0,0,8,2006,"WD","Normal",275000
"1320","Inside","Gtl","Edwards","Norm","1Fam","1Story",4,5,1954,1954,"Hip","Wd Sdng","Wd Sdng","BrkFace",132,"TA","TA","PConc","TA","TA","No","ALQ",0,372,864,"GasA","Ex","Y","SBrkr",948,0,0,948,0,0,1,0,3,1,"TA",5,"Typ","TA","Attchd",1954,"Unf",1,248,"TA","Y",0,0,0,0,0,2,2007,"WD","Normal",111000
"1321","Inside","Gtl","NAmes","Norm","1Fam","1Story",6,3,1957,1957,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",661,628,1478,"GasA","Gd","Y","SBrkr",1478,0,0,1478,1,0,1,1,3,1,"TA",6,"Typ","Gd","Attchd",1957,"RFn",2,442,"TA","Y",114,0,0,0,0,6,2009,"WD","Normal",156500
"1322","Corner","Gtl","BrkSide","Norm","1Fam","1Story",3,6,1949,1950,"Hip","VinylSd","VinylSd","None",0,"TA","TA","CBlock","Fa","Fa","No","Unf",0,0,0,"Floor","TA","N","SBrkr",720,0,0,720,0,0,1,0,2,1,"TA",4,"Typ","Fa","Detchd",1955,"Unf",1,287,"Fa","Y",0,0,0,0,0,7,2008,"WD","Normal",72500
"1323","Inside","Gtl","NoRidge","Norm","1Fam","2Story",7,5,1992,1992,"Gable","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,76,750,"GasA","Ex","Y","SBrkr",1061,862,0,1923,1,0,2,1,3,1,"Gd",8,"Typ","TA","Attchd",1992,"RFn",2,564,"TA","Y",240,39,0,0,0,6,2010,"WD","Normal",190000
"1324","Inside","Gtl","BrkSide","Norm","1Fam","1Story",4,7,1940,1950,"Hip","VinylSd","VinylSd","None",0,"Fa","TA","CBlock","TA","TA","No","LwQ",0,140,420,"GasA","Gd","Y","SBrkr",708,0,0,708,0,0,1,0,2,1,"Fa",5,"Typ","Gd","Detchd",2008,"RFn",0,0,"Ex","Y",164,0,0,0,0,12,2009,"WD","Normal",82500
"1325","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2007,"Gable","VinylSd","VinylSd","BrkFace",428,"Gd","TA","PConc","Ex","TA","Av","Unf",0,1795,1795,"GasA","Ex","Y","SBrkr",1795,0,0,1795,0,0,2,0,2,1,"Gd",7,"Typ","Gd","Attchd",2007,"RFn",3,895,"TA","Y",0,49,0,0,0,2,2007,"New","Partial",147000
"1326","Inside","Gtl","IDOTRR","Norm","1Fam","1Story",4,4,1922,1950,"Gable","AsbShng","AsbShng","None",0,"TA","TA","BrkTil","TA","Fa","No","Unf",0,796,796,"GasA","Fa","N","SBrkr",796,0,0,796,0,0,1,0,2,1,"TA",5,"Typ","Fa","Detchd",2009,"Unf",0,0,"Fa","N",0,0,100,0,0,1,2008,"WD","Normal",55000
"1327","Inside","Mod","Edwards","Norm","1Fam","1Story",3,6,1931,2006,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA","No","Rec",0,0,544,"GasA","Ex","Y","SBrkr",774,0,0,774,0,0,1,0,3,1,"Gd",6,"Typ","Gd","Detchd",2009,"Unf",0,0,"Fa","Y",0,0,286,0,0,5,2007,"WD","Normal",79000
"1328","Inside","Gtl","Mitchel","Norm","1Fam","1Story",5,9,1982,2008,"Gable","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","TA","TA","No","ALQ",0,175,816,"GasA","Ex","Y","SBrkr",816,0,0,816,0,1,1,0,3,1,"Gd",5,"Typ","Ex","Attchd",1982,"Unf",1,264,"TA","Y",0,0,0,0,0,10,2008,"WD","Normal",130500
"1329","Corner","Gtl","OldTown","Norm","1Fam","1.5Fin",6,7,1920,1950,"Gable","BrkFace","Wd Sdng","None",0,"Gd","Gd","BrkTil","Gd","TA","No","LwQ",0,1017,1510,"GasW","Ex","Y","SBrkr",1584,1208,0,2792,0,0,2,0,5,1,"TA",8,"Mod","TA","Detchd",1920,"Unf",2,520,"TA","Y",0,547,0,0,1150,6,2008,"WD","Normal",256000
"1330","Inside","Gtl","Gilbert","Norm","1Fam","2Story",7,5,1998,1998,"Hip","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,935,935,"GasA","Gd","Y","SBrkr",955,677,0,1632,0,0,2,1,3,1,"TA",8,"Typ","TA","Attchd",1998,"Fin",2,462,"TA","Y",0,28,0,0,0,6,2006,"WD","Normal",176500
"1331","Inside","Gtl","Somerst","Norm","1Fam","1Story",8,5,2006,2006,"Hip","VinylSd","VinylSd","Stone",410,"Gd","TA","PConc","Gd","Gd","Av","Unf",0,1588,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",7,"Typ","Gd","Attchd",2006,"RFn",3,825,"TA","Y",144,45,0,0,0,12,2007,"WD","Normal",227000
"1332","Inside","Gtl","CollgCr","Norm","1Fam","SLvl",5,5,1976,1976,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Av","ALQ",0,428,911,"GasA","Gd","Y","SBrkr",954,0,0,954,0,0,1,0,3,1,"TA",6,"Typ","TA","Detchd",1976,"Unf",2,576,"TA","Y",0,0,0,0,0,7,2006,"WD","Normal",132500
"1333","Inside","Mod","Edwards","Norm","1Fam","1Story",4,6,1938,1958,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","Mn","ALQ",0,126,816,"GasA","Ex","Y","SBrkr",816,0,0,816,1,0,1,0,2,1,"TA",3,"Typ","Gd","Detchd",1958,"Unf",1,288,"Fa","Y",0,0,0,0,0,5,2009,"WD","Normal",100000
"1334","Corner","Gtl","IDOTRR","Norm","1Fam","1.5Fin",5,6,1938,1995,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,803,803,"GasA","Ex","Y","SBrkr",803,557,0,1360,0,0,1,1,2,1,"Gd",6,"Typ","Gd","Detchd",1951,"Unf",1,297,"TA","Y",0,65,190,0,0,7,2006,"WD","Normal",125500
"1335","Inside","Gtl","BrDale","Norm","TwnhsE","2Story",5,6,1970,1970,"Gable","HdBoard","HdBoard","None",312,"TA","TA","CBlock","TA","TA","No","LwQ",0,0,765,"GasA","TA","Y","SBrkr",765,600,0,1365,0,0,1,1,3,1,"TA",7,"Min1","TA","Attchd",1970,"Unf",2,440,"TA","Y",0,36,0,0,0,5,2009,"WD","Normal",125000
"1336","Inside","Gtl","NWAmes","Norm","1Fam","1Story",6,5,1977,1977,"Gable","Plywood","Plywood","BrkFace",360,"TA","TA","CBlock","Gd","TA","No","ALQ",0,664,1350,"GasA","TA","Y","SBrkr",1334,0,0,1334,0,1,2,0,2,1,"TA",6,"Typ","TA","Attchd",1977,"RFn",2,630,"TA","Y",0,16,0,0,0,4,2009,"WD","Normal",167900
"1337","Inside","Gtl","NWAmes","Norm","Duplex","1Story",5,5,1973,1973,"Gable","Plywood","Plywood","BrkFace",564,"TA","TA","CBlock","TA","TA","No","Unf",0,1656,1656,"GasA","TA","Y","SBrkr",1656,0,0,1656,0,0,2,0,4,2,"TA",8,"Typ","TA","Detchd",1973,"Unf",2,506,"TA","Y",0,211,0,0,0,11,2008,"WD","Normal",135000
"1338","Corner","Mod","OldTown","Norm","1Fam","1Story",4,4,1941,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,693,693,"Grav","Fa","N","FuseA",693,0,0,693,0,0,1,0,2,1,"Fa",4,"Typ","Po","Detchd",2009,"Unf",0,0,"Po","N",0,20,0,0,0,3,2006,"WD","Normal",52500
"1339","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2002,2002,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",0,216,916,"GasA","Ex","Y","SBrkr",920,941,0,1861,1,0,2,1,3,1,"Gd",8,"Typ","TA","BuiltIn",2002,"RFn",2,492,"TA","Y",146,91,0,0,0,6,2006,"WD","Normal",200000
"1340","Corner","Gtl","CollgCr","Norm","1Fam","1Story",5,7,1972,1972,"Hip","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","Mn","Rec",0,504,864,"GasA","Ex","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,"TA",5,"Typ","TA","Attchd",1972,"RFn",1,288,"TA","Y",0,0,0,0,0,6,2006,"WD","Normal",128500
"1341","Inside","Gtl","NAmes","Norm","1Fam","1Story",4,5,1971,1971,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,858,858,"GasA","TA","Y","SBrkr",872,0,0,872,0,0,1,0,3,1,"TA",5,"Typ","Gd","Detchd",1974,"Unf",4,480,"TA","Y",0,0,0,0,0,6,2007,"WD","Normal",123000
"1342","Inside","Gtl","SawyerW","Norm","1Fam","1Story",6,5,2003,2004,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",0,300,1114,"GasA","Ex","Y","SBrkr",1114,0,0,1114,1,0,1,0,3,1,"Gd",6,"Typ","Fa","Detchd",2004,"Unf",2,576,"TA","Y",0,78,0,0,0,7,2008,"WD","Normal",155000
"1343","Inside","Gtl","CollgCr","Norm","1Fam","2Story",8,5,2002,2002,"Gable","VinylSd","VinylSd","BrkFace",149,"Gd","TA","PConc","Gd","TA","No","Unf",0,1284,1284,"GasA","Ex","Y","SBrkr",1284,885,0,2169,0,0,2,1,3,1,"Gd",7,"Typ","Gd","Attchd",2002,"RFn",2,647,"TA","Y",192,87,0,0,0,8,2007,"WD","Normal",228500
"1344","Inside","Gtl","Crawfor","Norm","1Fam","1.5Fin",6,6,1928,1950,"Gable","BrkFace","Stone","None",0,"TA","TA","BrkTil","TA","TA","No","Unf",0,896,896,"GasA","Gd","Y","SBrkr",1172,741,0,1913,0,0,1,1,3,1,"TA",9,"Typ","TA","Detchd",1929,"Unf",2,342,"Fa","Y",0,0,0,0,0,3,2009,"WD","Normal",177000
"1345","Corner","Gtl","CollgCr","Norm","1Fam","2Story",7,5,2006,2006,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,728,728,"GasA","Ex","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,"Gd",8,"Typ","TA","Attchd",2006,"Fin",2,440,"TA","Y",0,0,0,0,0,7,2007,"New","Partial",155835
